iter	Logloss
172	0.1286463397
173	0.1286106671
174	0.1280472113
175	0.1276067312
176	0.1273052382
177	0.1271130423
178	0.1270408022
179	0.126959703
180	0.1268693222
181	0.1268099941
182	0.1266161091
183	0.1265639915
184	0.1264046402
185	0.1263425061
186	0.1261901711
187	0.1261263601
188	0.1257765736
189	0.1254843795
190	0.1251985903
191	0.1251074895
192	0.1249932378
193	0.1248884857
194	0.1248309154
195	0.1247828667
196	0.1242820545
197	0.1237503329
198	0.1236752132
199	0.123462618
200	0.123142734
201	0.1227457838
202	0.1226636808
203	0.1223364978
204	0.1219680393
205	0.1219114296
206	0.1217623457
207	0.1216937662
208	0.121615809
209	0.1215770618
210	0.1213833638
211	0.1212910082
212	0.121242091
213	0.1211795322
214	0.1211431979
215	0.1210901677
216	0.1209246072
217	0.1207267968
218	0.1206859686
219	0.1206165843
220	0.1205796532
221	0.1205231913
222	0.1204707832
223	0.1203659988
224	0.1202724488
225	0.1202434578
226	0.120196994
227	0.1201510569
228	0.1200288928
229	0.1199081728
230	0.119852697
231	0.1197903097
232	0.119753579
233	0.1196706005
234	0.119618955
235	0.1195292731
236	0.1194841598
237	0.1194392288
238	0.1193910706
239	0.1192836043
240	0.1192488999
241	0.1192081066
242	0.1191365607
243	0.1191073917
244	0.119066057
245	0.119027107
246	0.1189813775
247	0.1188510032
248	0.1188185637
249	0.1186804653
250	0.1184833973
251	0.1183921345
252	0.1182814039
253	0.1182414387
254	0.1181889949
255	0.1181464613
256	0.1181129113
257	0.1180810182
258	0.1180297524
259	0.1178619692
260	0.1177250848
261	0.1176704978
262	0.1176368636
263	0.1174549571
264	0.1173602863
265	0.1172847416
266	0.1172247293
267	0.117155032
268	0.1169716177
269	0.1169256148
270	0.1168991126
271	0.1168288854
272	0.1167927817
273	0.1162848454
274	0.1162513577
275	0.1162101295
276	0.1161622472
277	0.1161061076
278	0.1160729527
279	0.1160298423
280	0.1159743047
281	0.1159266421
282	0.1158847757
283	0.1158409378
284	0.1157258177
285	0.1156810299
286	0.1156558433
287	0.1156282587
288	0.1155557845
289	0.1154788019
290	0.1154506281
291	0.1152794982
292	0.1152370397
293	0.115192724
294	0.1151478335
295	0.1148540114
296	0.1148151205
297	0.1147776877
298	0.1147520791
299	0.1147051055
300	0.1146685816
301	0.1146433312
302	0.1144863589
303	0.1144555884
304	0.1144133764
305	0.114338671
306	0.1143186864
307	0.1142824575
308	0.1142509688
309	0.1142153565
310	0.1140109104
311	0.113972648
312	0.1138802319
313	0.1138477104
314	0.1138046129
315	0.113747536
316	0.1137050302
317	0.113664993
318	0.1136326256
319	0.1135973982
320	0.11354173
321	0.113507313
322	0.1134561464
323	0.1134059484
324	0.1133754942
325	0.1133476097
326	0.1133263457
327	0.1132991585
328	0.1132591944
329	0.1132248734
330	0.1131932926
331	0.1131072222
332	0.1130708462
333	0.1130323682
334	0.1130051914
335	0.1129800013
336	0.1129421112
337	0.1128917768
338	0.1128630815
339	0.1128381851
340	0.1127649265
341	0.1127358887
342	0.1127124197
343	0.112692496
344	0.1126376503
345	0.1122022291
346	0.112169079
347	0.1121310386
348	0.1120911384
349	0.1120218
350	0.1119934905
351	0.1119751315
352	0.1119358037
353	0.111912984
354	0.1118791443
355	0.111718597
356	0.1116853512
357	0.111647851
358	0.1116153503
359	0.1115862639
360	0.111554359
361	0.1115336319
362	0.1115108659
363	0.1114800913
364	0.1114446605
365	0.1114244216
366	0.1114069591
367	0.1113856208
368	0.1113674655
369	0.1113397143
370	0.1113100078
371	0.1110275547
372	0.1109920819
373	0.1108763931
374	0.1108337313
375	0.1107981513
376	0.110764212
377	0.1106085876
378	0.1105872197
379	0.1105607786
380	0.1103109901
381	0.1102875984
382	0.1102522998
383	0.1102372802
384	0.1101428923
385	0.1100999297
386	0.1100759236
387	0.1100546358
388	0.1100258275
389	0.1100078768
390	0.109987052
391	0.1098225487
392	0.1097932388
393	0.1097490298
394	0.109724969
395	0.1096892149
396	0.1096446706
397	0.1096132185
398	0.1095899111
399	0.109565681
400	0.1095293425
401	0.1094902065
402	0.1094559042
403	0.109356599
404	0.1093265557
405	0.1092954389
406	0.1092738114
407	0.1092528981
408	0.1090603837
409	0.1088766753
410	0.1088568639
411	0.1088292143
412	0.1088012025
413	0.108777412
414	0.1087440297
415	0.1087185111
416	0.1086996788
417	0.1086731074
418	0.108566527
419	0.108534766
420	0.1084386123
421	0.1084081537
422	0.1083281736
423	0.1082977866
424	0.1081466994
425	0.1081015756
426	0.1080420161
427	0.1080135273
428	0.1079879545
429	0.1079671273
430	0.1079526231
431	0.1079294221
432	0.107787128
433	0.107700187
434	0.1076370573
435	0.1075967901
436	0.1075617335
437	0.1075357977
438	0.1075051119
439	0.1074794249
440	0.1074526144
441	0.1074337505
442	0.1074034735
443	0.1073770799
444	0.1073492669
445	0.1073048254
446	0.1072774133
447	0.1072574731
448	0.1072242454
449	0.1072011907
450	0.1071788177
451	0.1070826804
452	0.1070667274
453	0.1070413285
454	0.1070135719
455	0.1069849841
456	0.1069538665
457	0.1069413364
458	0.1069201807
459	0.1068872201
460	0.1067830106
461	0.1066512514
462	0.1065465014
463	0.1065025927
464	0.1062791057
465	0.1062511468
466	0.1062235874
467	0.1061844037
468	0.1061505971
469	0.1061274345
470	0.1060911965
471	0.1060741793
472	0.1059817089
473	0.1057883561
474	0.1057569609
475	0.1057383732
476	0.1057034861
477	0.1056779831
478	0.1056581315
479	0.1056404116
480	0.1056189679
481	0.1055705275
482	0.1055376209
483	0.1055105362
484	0.1054847592
485	0.1054602963
486	0.1054426067
487	0.1054134079
488	0.1053971324
489	0.1053671748
490	0.1053394665
491	0.1053208456
492	0.105295847
493	0.1052648641
494	0.1052386655
495	0.1051622228
496	0.105144029
497	0.1050552151
498	0.1050358641
499	0.1050016409
500	0.1049537018
501	0.1048939511
502	0.1048600869
503	0.104837611
504	0.1048038267
505	0.1047714045
506	0.1047395321
507	0.1047014277
508	0.1046555032
509	0.1046287493
510	0.1046027007
511	0.1044216711
512	0.1043379578
513	0.1043008867
514	0.1042735114
515	0.1042497589
516	0.1041148982
517	0.104091217
518	0.1040109792
519	0.1039803573
520	0.1039635913
521	0.1039149616
522	0.1038601817
523	0.1038286568
524	0.1038012185
525	0.1037767871
526	0.103748325
527	0.1037301607
528	0.1037009196
529	0.1036684303
530	0.10364116
531	0.1036026553
532	0.1035816485
533	0.1035608215
534	0.1035431617
535	0.1034914786
536	0.1034701829
537	0.1034235462
538	0.1033421589
539	0.1033132326
540	0.103285331
541	0.1032513244
542	0.103185415
543	0.1031653835
544	0.1031371284
545	0.1031153776
546	0.1031005524
547	0.1030438121
548	0.103017615
549	0.1029898048
550	0.1029617372
551	0.1029275862
552	0.1029072447
553	0.1028882942
554	0.1028669207
555	0.1028529636
556	0.1028311447
557	0.1028005129
558	0.1027665763
559	0.1027466784
560	0.1027255846
561	0.1027018633
562	0.1026736842
563	0.1026545225
564	0.102634104
565	0.1026165273
566	0.1025842527
567	0.1025658688
568	0.1024962721
569	0.1024786966
570	0.1024597854
571	0.1024396076
572	0.102420674
573	0.1023966319
574	0.1023767965
575	0.1023468839
576	0.1023171429
577	0.1022993598
578	0.1022697041
579	0.1022545976
580	0.1022382635
581	0.1022191534
582	0.1022014891
583	0.1021505401
584	0.1021371916
585	0.1021200833
586	0.102103335
587	0.1018776274
588	0.1018608288
589	0.1018412398
590	0.1018089984
591	0.1017900962
592	0.1017732269
593	0.1017366618
594	0.1017201175
595	0.1016211051
596	0.1015884876
597	0.101574589
598	0.1015498771
599	0.1015306434
600	0.1015158709
601	0.1014931576
602	0.1014620971
603	0.1014385532
604	0.1013817238
605	0.101354409
606	0.101333872
607	0.1013159922
608	0.1012847403
609	0.1012657549
610	0.1012411793
611	0.1012333513
612	0.1012098289
613	0.1011905012
614	0.1011694372
615	0.1011454087
616	0.1011256112
617	0.1011041969
618	0.1010857854
619	0.1010577016
620	0.1010342927
621	0.1010220768
622	0.1010038095
623	0.1009850617
624	0.1009690885
625	0.1007882272
626	0.1007729187
627	0.1007551279
628	0.1007185897
629	0.1007068212
630	0.1006878785
631	0.1006748567
632	0.1006479199
633	0.1005610131
634	0.1005444381
635	0.1005223298
636	0.1005070716
637	0.1004988111
638	0.1003819738
639	0.1003600125
640	0.1003382753
641	0.1003180474
642	0.1002961238
643	0.1002731353
644	0.1002553845
645	0.1002371528
646	0.1002238074
647	0.1001639394
648	0.1001388593
649	0.1001159497
650	0.1000843284
651	0.1000672412
652	0.1000285657
653	0.100002632
654	0.09997726821
655	0.09994635394
656	0.09991297524
657	0.09989053119
658	0.09986343093
659	0.09979132318
660	0.09977778952
661	0.09975131504
662	0.09970083853
663	0.09967050011
664	0.09965163029
665	0.09962513756
666	0.09959807698
667	0.09958131392
668	0.09956460472
669	0.09954627997
670	0.09953183973
671	0.09945151173
672	0.09943110146
673	0.09941551913
674	0.09940098716
675	0.09938310429
676	0.09936111436
677	0.09930807896
678	0.09929154274
679	0.09927664008
680	0.09927019879
681	0.09924490138
682	0.09923095481
683	0.09920412148
684	0.09918717842
685	0.09912510133
686	0.09910794096
687	0.09908710467
688	0.09906306069
689	0.09903978021
690	0.09901548633
691	0.09897447815
692	0.09893909922
693	0.09891605866
694	0.09889543031
695	0.09886548226
696	0.09882113461
697	0.09880132537
698	0.09878297524
699	0.09876483973
700	0.09874098875
701	0.09869929779
702	0.09866643881
703	0.09865254013
704	0.09862965092
705	0.09861245059
706	0.09858900831
707	0.09849862888
708	0.09847526746
709	0.09844655075
710	0.09839239169
711	0.09835599081
712	0.09834759624
713	0.09834324505
714	0.09828768685
715	0.0982554654
716	0.09823865067
717	0.09822294701
718	0.09816671852
719	0.09814715526
720	0.09810105764
721	0.09807854184
722	0.09806144072
723	0.09805240347
724	0.09803437704
725	0.09800765643
726	0.09793767437
727	0.0979162161
728	0.09790237668
729	0.09787783394
730	0.097853374
731	0.09782511417
732	0.097802209
733	0.09777039335
734	0.09772881516
735	0.09770354541
736	0.09767689763
737	0.0976576171
738	0.09762986982
739	0.09760341845
740	0.09758477589
741	0.09755579514
742	0.09753180501
743	0.0975107912
744	0.09748287283
745	0.09745244484
746	0.09743014286
747	0.09741154724
748	0.09738557182
749	0.09734551661
750	0.09732919637
751	0.09731401807
752	0.09729392748
753	0.09725938399
754	0.09723407442
755	0.09721234156
756	0.09719213898
757	0.09712732592
758	0.09711272515
759	0.09708290736
760	0.09706694522
761	0.09704378677
762	0.09701459463
763	0.09698290769
764	0.0969522465
765	0.09693660729
766	0.09691542886
767	0.09688427784
768	0.09686613823
769	0.09685207891
770	0.09682513843
771	0.09681010931
772	0.09678062714
773	0.09676165879
774	0.09674780938
775	0.09672163565
776	0.09670078604
777	0.09668502178
778	0.09666129481
779	0.09663800335
780	0.09660859191
781	0.09658542063
782	0.09655897873
783	0.09653704103
784	0.09651120637
785	0.09646644484
786	0.09644181333
787	0.09643304794
788	0.09641258557
789	0.09639565112
790	0.09638325644
791	0.09637165613
792	0.09635782311
793	0.09633381597
794	0.09629645229
795	0.09626489904
796	0.09625122416
797	0.09623038041
798	0.096213011
799	0.09616447677
800	0.09613588057
801	0.09611328392
802	0.09609894829
803	0.0960137098
804	0.09594871692
805	0.09593285566
806	0.09591306017
807	0.09589672191
808	0.09588433935
809	0.09584730664
810	0.09582999181
811	0.09579242819
812	0.09578018427
813	0.09576853378
814	0.09575367615
815	0.09573814881
816	0.09570971996
817	0.09569228415
818	0.09566092854
819	0.09559568347
820	0.09557615712
821	0.09555213109
822	0.09553438017
823	0.09551590627
824	0.09550481543
825	0.09548592289
826	0.09546405795
827	0.09543992316
828	0.09541677799
829	0.09539449091
830	0.09533211492
831	0.09530738572
832	0.09528557906
833	0.0952635488
834	0.09524608844
835	0.09521961977
836	0.09520276588
837	0.09518399465
838	0.09517935071
839	0.09517094546
840	0.09515059741
841	0.09512067512
842	0.09510520532
843	0.09502669949
844	0.09500761211
845	0.09499239884
846	0.09496168265
847	0.0949459875
848	0.09492790748
849	0.09491306047
850	0.09488724505
851	0.09487193582
852	0.09485999144
853	0.09484788213
854	0.09482330456
855	0.09479416322
856	0.09472656078
857	0.09466713474
858	0.09463951379
859	0.0946213945
860	0.09459999801
861	0.09457400061
862	0.09454737861
863	0.09451459008
864	0.09448790202
865	0.09445909511
866	0.09444706845
867	0.09443920846
868	0.0944128411
869	0.09437966132
870	0.09435947158
871	0.09433597772
872	0.09432258549
873	0.09429947389
874	0.09428116721
875	0.09425906832
876	0.09422568037
877	0.09420354106
878	0.09417459219
879	0.09415187346
880	0.09414093315
881	0.09412619739
882	0.09409833681
883	0.09406967967
884	0.09405906623
885	0.09403088885
886	0.09402029282
887	0.09399932658
888	0.09397748875
889	0.09395653463
890	0.09394070428
891	0.0939135774
892	0.09389542114
893	0.09387806895
894	0.09383928479
895	0.09381429199
896	0.09378998695
897	0.09377281764
898	0.09375455236
899	0.09372886752
900	0.09369750216
901	0.09367645133
902	0.09365079343
903	0.09362114731
904	0.09360418213
905	0.09358256017
906	0.09356444894
907	0.09354884587
908	0.09352635638
909	0.09350678316
910	0.09349052044
911	0.09343842785
912	0.09341899046
913	0.09339831041
914	0.09338417299
915	0.09337178552
916	0.09333931904
917	0.0933130869
918	0.09328432728
919	0.09327053895
920	0.0932340369
921	0.09322002747
922	0.09319837155
923	0.09313218131
924	0.09311526262
925	0.09308231744
926	0.09306270705
927	0.09305169225
928	0.09303177044
929	0.09302091489
930	0.09300249777
931	0.09299031683
932	0.09297869913
933	0.09295375151
934	0.09293578104
935	0.09292506308
936	0.09290566887
937	0.09289053051
938	0.09287051
939	0.09286395318
940	0.0928354315
941	0.09281514238
942	0.09278946477
943	0.09277791279
944	0.09276019936
945	0.09274420557
946	0.09268259855
947	0.09266279459
948	0.09260337074
949	0.09259012779
950	0.09256325873
951	0.09253032171
952	0.09251132885
953	0.09249965106
954	0.09247051551
955	0.09245400899
956	0.09242622319
957	0.09240316978
958	0.09239489195
959	0.09237992105
960	0.09235156917
961	0.09232577345
962	0.09230270839
963	0.09229782125
964	0.09228930616
965	0.09226913537
966	0.09225233126
967	0.09223123273
968	0.09221775135
969	0.09219391049
970	0.09213234271
971	0.09210517939
972	0.09207891039
973	0.09206537714
974	0.09205553088
975	0.09203596221
976	0.09201285674
977	0.09198880895
978	0.09196991402
979	0.09194868861
980	0.09192657103
981	0.091915642
982	0.0918825147
983	0.09185677552
984	0.09183312078
985	0.09179143316
986	0.09176756707
987	0.09174577766
988	0.091736188
989	0.09171385804
990	0.09169375041
991	0.09167169382
992	0.09165905733
993	0.09163821561
994	0.09162187136
995	0.09160154377
996	0.09158351357
997	0.09157003259
998	0.09154890085
999	0.09151925415
